0,704.6298,44.6817,-0.0145,-0.0014,0.0119
1,728.2926,44.7026,0.0164,-0.051,0.0096
2,687.1961,44.5007,-0.0153,-0.0211,0.0383
3,698.351,44.506,-0.039,-0.0172,-0.056
4,727.701,44.7799,-0.0412,0.0062,0.0213
5,697.5663,44.5695,-0.0018,-0.0249,0.0182
6,715.1521,44.6978,0.0128,-0.003,-0.032
7,716.8536,44.7506,-0.0086,0.0396,0.0111
8,701.635,44.7392,-0.0002,-0.0317,-0.0215
9,715.9586,44.7546,0.0215,0.0264,-0.0045
10,709.8997,44.6629,-0.0308,0.0357,0.0017
11,695.879,44.4612,-0.0099,0.0288,0.0176
12,703.7687,44.6344,-0.0212,0.0376,-0.0515
13,716.0677,44.5651,0.0152,0.0363,-0.0025
14,719.7572,44.7826,-0.0047,0.0485,0.0616
15,693.7173,44.5102,0.0062,-0.048,0.0402
16,729.1323,44.7861,0.0465,0.0319,-0.0345
17,711.5601,44.4897,0.0325,0.0346,-0.0024
18,721.5389,44.5837,-0.035,-0.0397,-0.0548
19,716.7033,44.6061,-0.0414,-0.0273,-0.0418
20,702.4891,44.6885,0.0247,-0.0168,0.0407
21,702.5549,44.688,-0.0362,-0.0347,0.03
22,710.2366,44.622,-0.0286,0.0099,0.0542
23,694.9655,44.5939,-0.029,0.0019,-0.0222
24,687.8846,44.6223,-0.041,0.016,-0.0184
25,710.2361,44.6375,0.0111,-0.0166,-0.0423
26,711.3669,44.4407,-0.0359,0.0016,-0.0065
27,717.1846,44.716,0.0074,-0.0217,-0.0147
28,687.8094,44.4623,-0.0477,0.0198,-0.016
29,708.7632,44.7092,-0.0008,-0.0162,0.0393
30,691.9164,44.492,0.0008,-0.0152,-0.0163
31,691.3529,44.4414,0.0293,-0.0055,0.0394
32,708.6862,44.7982,-0.0047,0.0011,0.0094
33,716.9368,44.6477,-0.0018,0.0163,-0.0213
34,691.5211,44.4963,0.0033,-0.0371,-0.0078
35,715.6964,44.7717,-0.0243,0.002,-0.0257
36,689.5143,44.5834,0.0191,-0.0079,0.0248
37,717.2562,44.7419,-0.0347,-0.0388,0.0489
38,699.4001,44.4975,0.0462,-0.0143,0.0086
39,710.8507,44.6455,0.029,0.0141,-0.0093
40,723.7834,44.9312,0.0269,0.0435,-0.0689
41,694.8522,44.6967,-0.0184,-0.0155,0.0275
42,710.6935,44.6491,0.0107,-0.0402,-0.001
43,715.1383,44.6697,-0.0131,-0.0083,0.009
44,695.8254,44.6298,-0.0496,0.0135,-0.0191
45,710.0221,44.7435,0.0141,-0.0203,0.0102
46,700.7471,44.6043,0.0315,-0.0356,0.0117
47,715.2065,44.7258,0.0049,-0.0171,-0.0543
48,710.8228,44.6896,0.0112,-0.0341,0.0329
49,721.7803,44.8874,0.0323,-0.0358,-0.0444
50,710.394,44.6658,-0.0277,0.0486,-0.0431
51,706.3563,44.688,0.0317,0.0346,0.0334
52,707.2106,44.7672,0.0267,0.0474,0.0286
53,700.4969,44.609,0.0213,-0.0278,-0.0217
54,710.433,44.9256,0.0219,-0.0014,-0.001
55,708.1171,44.6431,0.0439,0.0246,0.0378
56,735.2805,44.701,-0.0301,-0.018,-0.0189
57,730.0369,44.6128,-0.0358,-0.0429,0.0491
58,718.3636,44.5694,-0.0361,-0.0126,0.0121
59,697.9009,44.5235,0.007,0.0189,0.0236
60,691.9451,44.5627,-0.0104,0.0424,-0.0231
61,709.7387,44.5479,-0.0197,-0.0205,-0.0394
62,725.0816,44.984,-0.0269,-0.0063,0.0135
63,708.8132,44.6224,-0.0153,0.0357,0.0379
64,689.0756,44.6011,0.0233,0.0369,0.0147
65,695.616,44.6269,0.0174,0.0026,-0.0114
66,711.0932,44.6735,0.0259,0.0082,0.0482
67,692.5424,44.5669,-0.0205,-0.0223,0.0374
68,714.529,44.6766,0.0209,-0.0466,-0.0158
69,712.5616,44.7407,0.0052,0.0375,-0.0108
70,713.282,44.6691,-0.0045,0.0411,0.0498
71,732.3566,44.7913,-0.0188,0.0439,-0.0003
72,707.0172,44.648,0.0281,0.0367,-0.025
73,695.6501,44.7395,-0.0453,-0.0341,0.0026
74,700.301,44.4985,-0.0368,0.0301,0.0485
75,696.4134,44.582,-0.0352,0.0126,0.0081
76,728.8933,44.878,0.0173,0.0245,-0.0066
77,700.5114,44.669,0.0213,-0.0015,0.0449
78,714.3252,44.555,0.0437,0.0412,0.0179
79,709.0115,44.6691,-0.0264,0.0012,-0.0326
80,736.8806,44.8457,-0.0106,-0.0018,0.0348
81,698.0004,44.5977,-0.0206,0.0221,-0.0462
82,706.0152,44.6736,0.0048,0.0427,-0.0452
83,725.3539,44.9212,-0.0076,0.019,0.0043
84,737.2444,44.9919,0.0121,0.0063,-0.0167
85,703.6324,44.3362,0.0248,-0.0196,-0.0429
86,692.6358,44.6381,-0.002,-0.0511,0.011
87,701.3109,44.6762,-0.0144,-0.0329,-0.0348
88,698.3165,44.6495,-0.0412,0.0078,-0.0004
89,716.7558,44.5597,0.0223,-0.0343,-0.0081
90,699.3059,44.5567,-0.0148,0.0029,0.0103
91,699.9746,44.5133,0.0172,-0.0313,0.0103
92,694.8039,44.5868,0.0312,-0.0173,0.0109
93,699.6974,44.8364,-0.0389,-0.0305,-0.0111
94,693.5443,44.6414,-0.0035,-0.0192,0.0076
95,690.8171,44.6685,-0.014,0.0104,0.0512
96,713.9087,44.6484,-0.0139,-0.0292,0.0353
97,707.9942,44.4961,-0.0435,0.0193,-0.018
98,694.6461,44.4814,0.0373,-0.025,0.0035
99,707.649,44.8038,-0.0473,0.0101,-0.0505
100,708.947,44.5526,-0.0394,0.0109,0.0044
101,729.8744,44.7337,-0.0251,-0.0466,-0.0056
102,721.385,44.7168,-0.0043,-0.0065,0.0027
103,707.7975,44.9174,0.0202,-0.0032,-0.0292
104,728.3063,44.8661,-0.0407,0.0068,-0.0223
105,708.0072,44.7826,0.0377,-0.0133,0.0244
106,701.8033,44.525,0.0099,-0.0225,-0.0439
107,690.9746,44.5197,-0.0505,0.0114,-0.0124
108,702.4713,44.6077,-0.0017,0.0216,-0.0217
109,707.6531,44.8164,0.0367,-0.0281,0.0131
110,729.9706,44.6924,0.015,-0.0162,-0.0225
111,703.8635,44.4439,-0.0414,0.0361,0.0049
112,693.9469,44.6043,0.0175,0.0393,-0.029
113,715.3639,44.6767,0.0161,0.0251,-0.0313
114,696.4672,44.6659,0.04,0.0282,0.0357
115,704.3834,44.5837,0.018,0.0378,0.0394
116,710.0696,44.5541,0.0216,-0.0395,0.0142
117,713.4559,44.7962,0.0027,0.0233,-0.0406
118,696.717,44.5423,0.0006,-0.0111,0.0079
119,716.4922,44.6282,0.008,0.0132,-0.0016
120,707.8928,44.5469,0.015,-0.0193,-0.0454
121,705.5066,44.8738,-0.0458,0.0402,0.0285
122,698.8555,44.6598,-0.0059,-0.0339,0.0297
123,711.8884,44.7271,-0.0009,-0.0016,-0.0154
124,705.1905,44.554,0.0323,-0.0363,0.0207
125,712.4548,44.7189,-0.0096,0.0301,-0.0276
126,719.2219,44.6805,-0.007,-0.0547,0.0432
127,704.8359,44.8345,-0.0008,-0.0189,-0.016
128,683.3401,44.4946,0.0261,-0.0215,0.0397
129,721.6677,44.7273,0.0444,0.0382,-0.0334
130,723.0244,44.7272,-0.0129,-0.0534,-0.0356
131,686.502,44.4941,0.0376,0.0155,0.0587
132,706.7463,44.7874,-0.0184,-0.0046,0.0236
133,715.6638,44.8196,-0.0152,0.0099,0.0396
