0,710.2068,43.9558,1.0113,346.4759
1,735.9053,44.1184,1.0104,356.6657
2,704.9066,43.8346,1.0038,344.3421
3,717.6519,44.1545,1.015,349.4523
4,728.41,44.0679,0.9985,353.7438
5,734.62,43.7545,0.9974,356.1986
6,722.5131,44.0158,1.0106,351.3982
7,721.7419,44.0152,1.0019,350.9833
8,716.917,44.0054,0.9894,349.1198
9,714.4351,43.9858,1.0084,348.1011
10,703.9415,43.9187,0.9888,343.9549
11,727.4116,44.1437,1.0044,353.3525
12,719.6884,44.128,0.991,350.2481
13,711.4177,43.7591,1.013,346.9241
14,724.2969,44.0842,1.0029,352.1108
15,712.0042,43.9135,1.0148,347.2281
16,710.4326,43.8416,1.0156,346.4446
17,720.4982,43.798,0.9968,350.4879
18,725.4848,44.0474,1.0076,352.5211
19,700.9667,43.9981,1.0007,342.7628
20,715.8083,43.9134,1.0036,348.6727
21,717.2071,43.9978,1.0026,349.2336
22,728.1526,43.8221,0.9948,353.6008
23,723.4673,43.8541,0.9876,351.7279
24,709.9579,44.0214,0.9971,346.3167
25,706.5495,43.6854,1.0177,344.9423
26,716.9075,43.9115,1.0226,349.0468
27,702.7836,43.7238,0.9961,343.4557
28,742.9348,44.0946,1.0088,359.5243
29,740.4109,44.1938,0.9965,358.5349
30,729.3928,44.1205,1.0008,354.0565
31,695.3486,43.7134,0.9931,340.4752
32,725.1438,43.9872,0.9884,352.4208
33,721.7317,44.001,0.9872,351.0486
34,713.426,43.9569,1.0094,347.7471
35,698.4385,43.7138,1.0192,341.7592
36,720.8908,43.8051,0.9977,350.6498
37,748.4658,43.8322,0.9948,361.7393
38,687.0211,43.678,1.0151,337.0871
39,713.2993,43.9834,0.9924,347.6816
40,710.7743,43.8658,0.9968,346.6043
41,692.2164,43.7056,1.005,339.2099
42,719.4785,43.9176,0.9986,350.1272
43,726.8815,44.0979,0.9962,353.1101
44,699.8406,43.597,1.004,342.2912
45,708.9532,43.9236,1.0167,345.9512
46,742.06,44.1229,0.9978,359.0999
47,715.6161,44.0669,0.9928,348.6237
48,712.062,43.8823,1.0039,347.1813
49,729.4868,44.0873,1.009,354.1564
50,705.3616,44.0051,1.0086,344.4986
51,711.5878,43.7392,0.9919,346.9443
52,721.813,44.1527,1.0069,351.0548
53,726.0909,44.0236,1.0189,352.8056
54,733.3123,44.0476,0.9953,355.6641
55,714.9564,43.7379,1.0042,348.3383
56,730.7374,44.0642,1.0142,354.6731
57,722.6229,43.9541,1.006,351.4328
58,705.2562,43.8716,0.992,344.4563
59,720.9916,43.8397,0.9937,350.7263
60,736.0342,44.2212,1.0062,356.7415
61,730.152,43.9882,1.0155,354.3508
62,714.2937,43.6446,1.0191,348.0029
63,715.4178,43.9576,0.9874,348.4944
64,718.3265,43.9101,1.0023,349.6407
65,729.9977,44.2739,1.0041,354.3626
66,729.6776,44.2181,1.0027,354.2134
67,708.7557,44.0019,1.0096,345.866
68,706.6093,43.8661,1.0113,344.996
69,730.3641,44.2309,1.0074,354.4867
70,712.4805,44.0182,1.0012,347.3333
71,691.5049,43.8283,0.9955,338.9488
72,715.4422,44.0285,1.0052,348.5576
73,700.9456,43.6347,0.9936,342.7404
74,738.1734,44.2628,1.0152,357.6217
75,739.179,44.0046,1.0067,357.974
76,715.601,44.0521,1.0153,348.6059
77,708.9862,43.894,1.0285,345.9167
78,728.5999,44.2138,0.9952,353.7746
79,725.1959,44.2099,1.0258,352.5155
80,726.6152,44.0642,1.0076,352.99
81,703.8013,43.6741,1.0026,343.8448
82,725.9295,44.0092,0.9936,352.7444
83,716.7063,43.9384,1.0118,349.1189
84,717.0439,44.0695,1.0073,349.1999
85,708.0286,43.797,1.0006,345.5334
86,718.5309,43.5698,1.0012,349.771
87,702.8391,44.0055,1.0027,343.4664
88,711.4203,43.94,1.0164,346.9333
89,725.5983,44.0308,0.9994,352.6052
90,716.3237,44.091,1.0062,348.9238
91,700.7908,43.7469,1.0044,342.7039
92,716.2159,43.9721,1.006,348.7805
93,713.6555,43.9467,1.0204,347.8447
94,724.0303,44.0727,1.002,351.9563
95,708.6226,43.8061,0.982,345.7914
96,719.0054,43.9004,1.0025,349.8969
97,730.1165,44.0656,0.9985,354.3945
98,753.0984,44.2276,1.0006,363.5793
99,719.2079,43.9094,1.0139,350.0421
100,716.7042,43.8669,0.9898,349.0353
101,697.2366,43.8456,1.0099,341.2454
102,693.0474,43.7818,1.0017,339.5998
103,714.4498,44.0549,0.998,348.1262
104,707.0325,43.9382,0.9998,345.1312
105,730.0283,43.9723,1.0093,354.3673
106,720.9106,43.9856,1.0155,350.8738
107,699.8578,44.0541,1.0051,342.2993
108,737.0544,44.1351,1.012,357.1924
109,733.1304,44.0858,1.0042,355.6255
110,718.4321,43.9527,1.0187,349.7807
111,727.3262,44.1293,1.0049,353.321
112,715.4205,43.8303,1.0092,348.519
113,702.1503,43.8221,1.0006,343.1755
114,686.064,43.8911,1.0078,336.7704
115,718.1036,43.9222,1.0048,349.5692
116,722.0203,43.9009,1.0013,351.1304
117,720.5833,43.9829,1.0081,350.5993
118,721.2927,44.1111,1.0095,350.8083
119,705.6497,43.8072,1.0136,344.5688
120,735.7092,44.1629,0.9893,356.6001
121,708.7737,43.7523,1.0134,345.9117
122,726.6372,44.0688,1.007,353.0009
123,730.2155,43.9417,0.9971,354.4308
124,736.4202,43.9206,1.0034,356.8883
125,711.1282,44.0401,1.0178,346.8096
126,714.233,43.856,0.998,348.0151
127,713.8511,43.7398,0.995,347.9094
128,740.3609,43.8113,0.9836,358.4897
129,733.5096,44.0529,1.0138,355.7496
130,738.9527,43.989,1.0015,357.8677
131,714.481,43.8544,1.0026,348.0923
132,712.8525,43.7979,1.0204,347.4041
133,718.1562,43.9584,1.0169,349.6085
134,710.4502,43.9259,1.0124,346.5266
135,720.3442,43.8804,1.0159,350.5096
136,726.0989,43.9157,1.002,352.7327
137,732.6213,43.7963,0.9929,355.3835
138,722.5673,43.7165,0.9949,351.3528
139,693.6382,43.784,0.9925,339.8227
140,703.1051,43.8595,1.013,343.5831
141,707.2802,43.8024,1.0126,345.2392
142,692.8049,43.9244,0.9994,339.4872
143,720.2817,43.9528,1.0097,350.4312
144,738.8952,44.1903,1.0091,357.9107
145,719.347,43.9417,1.002,350.087
146,697.1713,44.01,1.0178,341.2099
147,707.3199,43.8236,0.9989,345.3106
148,731.0101,44.151,1.0085,354.7151
149,711.0068,43.7654,0.9969,346.7375
150,728.7268,44.0337,1.0054,353.8482
151,722.0646,43.936,1.0074,351.1801
152,726.5726,43.9513,1.0058,352.9575
153,713.4335,43.8528,0.9854,347.7151
154,704.2966,43.9055,1.0035,344.0276
155,714.1224,43.992,1.0111,348.0296
156,729.8707,43.9974,1.0014,354.3354
157,738.4428,44.4062,0.9901,357.736
158,702.0211,43.936,0.9962,343.1561
159,717.3519,43.8996,0.9996,349.1966
160,699.434,43.8313,1.0081,342.1035
161,695.3553,43.8176,1.0003,340.4422
162,728.2877,44.0719,1.0138,353.666
163,740.7614,44.1928,1.0087,358.6726
164,715.7035,43.9433,1.0256,348.6262
165,718.0066,43.8147,1.0039,349.5236
166,732.4708,44.045,1.0117,355.3354
167,702.173,43.956,1.0134,343.228
168,701.3541,43.887,1.0097,342.8814
169,727.4729,44.0274,0.9982,353.3111
170,704.8421,43.8294,0.9969,344.2692
171,722.5748,43.7993,1.0033,351.3298
172,721.0458,43.9848,0.9936,350.7716
173,731.8167,44.1719,0.9997,355.0135
174,703.878,43.8728,1.0139,343.9074
175,723.2851,43.9103,1.0154,351.6367
176,710.2224,43.8318,1.0118,346.4276
177,715.7042,43.7892,1.0057,348.6594
178,718.3148,43.9626,1.0055,349.6453
179,731.5137,43.9619,1.0042,354.9717
180,741.1683,44.281,0.9983,358.8333
181,711.7706,44.0978,1.0048,347.0612
182,703.3575,43.8463,0.9891,343.6704
183,720.3929,43.9249,0.9954,350.498
184,718.3765,43.8744,1.0141,349.7878
185,733.5876,44.307,0.9935,355.812
186,719.5845,43.8022,1.0078,350.1687
187,709.4543,43.9939,0.9957,346.1281
188,701.1362,43.7563,1.016,342.7224
189,728.7318,44.1539,1.0007,353.821
190,711.9664,43.9205,0.9853,347.1265
191,732.3492,44.0899,1.0165,355.2631
192,711.1834,43.9684,1.0088,346.8593
193,738.1958,44.0845,1.0029,357.5997
194,731.1758,44.1314,0.9903,354.8233
195,699.8116,43.7936,0.9969,342.2058
196,741.1213,43.9169,1.0221,358.768
197,730.5305,43.9433,0.9968,354.5523
198,731.8758,44.0325,0.998,355.1218
199,718.7074,44.1227,0.9953,349.8592
200,722.0489,43.9518,0.9889,351.158
201,736.8384,44.1634,0.9987,357.0845
202,728.3286,43.7727,1.0032,353.6525
203,729.7324,44.1157,0.9962,354.2204
204,705.2666,43.854,1.0042,344.4397
205,735.5784,44.2862,0.9949,356.5751
206,712.4819,43.8531,1.0049,347.3497
207,705.9068,43.6758,1.0015,344.7014
208,712.6154,43.8209,1.0041,347.3736
209,726.3176,43.8444,1.0027,352.891
210,718.9435,43.911,1.0065,349.9136
211,719.4688,43.9499,0.9993,350.1353
212,702.1719,43.835,0.9874,343.2089
213,723.6857,44.0404,0.9972,351.8455
214,718.018,44.0038,1.009,349.5431
215,705.363,43.7475,0.9952,344.4921
216,705.4688,43.9957,0.9971,344.5193
217,727.6631,44.0911,0.9951,353.4192
218,730.2418,44.1312,1.0108,354.4036
219,719.179,43.8207,0.9867,350.005
220,707.3397,43.8773,0.9895,345.2646
221,708.403,43.866,1.0152,345.7162
222,707.7222,43.6961,0.9974,345.3834
223,727.1489,43.9403,1.0019,353.1955
224,719.3574,44.1802,0.9988,350.0671
225,734.4072,44.1481,0.987,356.0849
226,714.2028,43.7516,0.9942,348.0172
227,695.7791,44.056,1.0108,340.6515
228,714.0922,44.093,0.9935,347.9775
229,720.3423,44.0771,1.0039,350.5152
230,719.6487,43.8046,0.9982,350.1876
231,714.0665,43.7905,0.9876,347.9576
232,740.1895,43.9059,1.0078,358.4901
233,694.6639,43.8133,0.9897,340.2415
234,722.3414,43.8964,0.9958,351.2515
235,698.1732,43.8071,1.006,341.622
236,730.4341,44.1482,0.9803,354.4933
237,718.3574,44.045,1.0112,349.6768
238,728.1719,44.0082,0.9991,353.6132
239,726.4274,43.8116,0.9979,352.8787
240,719.8819,44.0321,0.9966,350.2931
241,722.71,44.1219,0.9973,351.4194
242,697.2285,43.6326,0.9966,341.2155
243,705.4091,43.8975,1.0017,344.481
244,693.4597,43.7671,0.9973,339.6992
245,732.6917,44.0763,0.9957,355.4388
246,735.9417,43.9638,1.0003,356.7097
247,715.7055,43.957,1.0007,348.6379
248,706.0859,44.0337,0.9878,344.7857
249,716.5763,43.9224,1.0026,349.0013
250,724.7569,43.8182,1.0021,352.224
251,711.7599,43.8982,0.9967,347.0241
252,749.8624,44.0358,1.0045,362.3067
253,712.7615,43.8416,1.0,347.4272
254,708.5358,43.749,1.0123,345.7256
255,711.641,43.8652,1.0042,347.0004
256,710.1586,44.0747,1.0046,346.4156
257,699.8409,43.7059,0.9907,342.3156
258,699.2482,43.888,1.0014,342.0464
259,712.651,43.8094,0.9951,347.3134
260,716.4424,43.8967,1.0044,348.9033
261,726.9014,44.0341,1.0203,353.1149
262,732.1735,44.2379,1.0134,355.3153
263,710.439,43.9302,0.996,346.5229
264,708.2721,43.715,1.0062,345.6237
265,692.8397,43.824,1.015,339.5583
266,713.9086,43.9473,1.0031,347.881
267,689.1874,43.8743,1.0019,338.0548
268,699.4442,43.6807,1.0022,342.0845
269,718.6713,43.9086,1.0081,349.7802
270,749.0441,44.0646,0.9991,361.9619
271,726.7159,43.9159,0.9909,353.0626
272,718.247,43.9206,1.0094,349.7073
273,711.0213,44.0332,1.0041,346.7977
274,709.5325,44.0289,0.9807,346.1573
275,720.2458,44.1322,0.9914,350.4511
276,707.0883,43.8061,0.9916,345.1747
277,719.9,44.1116,0.996,350.3315
278,719.1269,44.0979,1.0061,349.964
279,721.7027,44.0925,1.0138,351.1184
280,698.1899,44.011,1.0054,341.6194
281,711.3812,43.7556,1.0143,346.9032
282,698.3885,43.9383,0.9936,341.6995
283,720.0135,43.871,1.0036,350.3503
284,717.6639,43.9694,1.0008,349.3891
285,722.9752,43.942,0.9969,351.5209
286,728.0233,44.0805,1.0033,353.5287
287,699.609,43.9533,1.0208,342.3002
288,687.3657,43.6633,0.9905,337.2676
289,714.2977,44.0138,1.0006,348.0675
290,696.6432,43.9621,1.0081,340.9847
291,704.5284,43.8477,1.0006,344.1548
292,715.696,44.0097,0.997,348.5678
293,709.7169,43.9384,1.0141,346.236
294,712.7204,43.8142,0.9937,347.4165
295,690.7417,43.8124,1.0034,338.653
296,710.5291,43.9118,1.0244,346.631
297,710.6627,44.0089,1.0226,346.6258
298,703.649,43.8208,1.0108,343.7876
299,709.9337,43.939,0.9894,346.273
300,733.1003,44.031,1.003,355.6173
301,723.2994,43.9009,1.0178,351.6414
302,706.1544,43.8094,1.0043,344.8066
303,711.1145,43.7843,1.0114,346.793
304,716.1274,44.008,1.0226,348.7971
305,726.6124,43.9303,1.0228,352.987
306,736.5683,44.1021,0.9989,356.9686
307,715.2189,43.7744,1.0091,348.4825
308,707.475,43.8772,1.0017,345.3651
309,705.3624,43.998,1.0045,344.5134
310,720.3175,43.7548,1.0073,350.4643
311,714.6364,43.9246,0.9943,348.215
312,692.0251,43.5921,0.9913,339.1289
313,717.5054,43.9685,1.0048,349.412
314,710.7276,44.0189,0.9939,346.6892
315,731.2742,44.0377,0.9861,354.8763
316,724.6569,44.0041,1.0006,352.1871
317,723.9666,44.1355,0.9974,351.9509
318,716.2005,44.0349,0.9957,348.8082
319,708.8184,43.9091,1.0051,345.8896
320,748.6273,44.1576,0.9936,361.7554
321,709.0398,43.8455,0.9988,345.9481
322,724.6724,44.1113,0.9967,352.1899
323,709.1852,43.8857,0.9867,346.0154
324,705.0942,43.7741,1.0014,344.3518
325,708.8082,43.8349,1.0015,345.8531
326,726.7926,44.0304,1.0052,353.0453
327,699.2225,43.9557,1.0091,342.0381
328,755.3385,44.1524,1.0084,364.4537
329,701.4864,43.7486,0.9999,342.9179
330,717.1454,44.0002,1.0013,349.185
331,692.0041,43.6729,0.9924,339.1328
332,732.8474,43.9431,1.0048,355.4487
333,727.7626,44.1628,1.0037,353.4579
334,744.4865,43.8363,1.004,360.1094
335,730.732,43.9543,1.0069,354.6257
336,712.9273,43.9117,1.0093,347.4825
337,713.7657,43.8089,1.0099,347.834
338,704.3389,43.8114,1.0029,344.0875
339,721.578,43.9084,1.0077,350.9472
340,697.6472,43.6975,1.0101,341.3185
341,710.802,43.9807,1.0025,346.6509
342,714.2796,43.8577,0.9906,348.0584
343,723.4902,43.9298,1.0078,351.702
344,741.9807,44.0603,0.9919,359.125
345,714.3167,43.9623,0.9844,348.0644
346,722.4597,43.8674,1.0053,351.2983
347,734.6257,43.9268,1.004,356.2073
348,727.0541,43.8754,0.9953,353.1453
349,712.1097,43.9075,1.0074,347.1319
350,718.8673,43.9146,0.9926,349.9089
351,721.2167,44.086,0.9961,350.8172
352,703.9792,43.8357,1.0008,343.9496
353,726.8758,43.8779,0.9877,353.1138
354,718.2319,43.9187,0.9918,349.6227
355,716.2742,43.9983,0.9945,348.781
356,711.0933,43.7173,0.9931,346.7517
357,709.6819,43.7289,1.0028,346.2409
358,711.7738,43.9465,1.0024,347.022
359,730.5309,44.0752,1.0033,354.5734
360,714.9685,43.978,1.0071,348.3162
361,728.3527,44.0541,1.012,353.6704
362,710.5206,43.973,0.9983,346.5513
363,725.3943,43.987,1.0068,352.491
364,717.8046,44.04,1.0089,349.4144
365,714.3015,44.0469,1.006,348.0479
366,702.9366,43.6812,0.9936,343.483
367,709.2722,43.784,0.9996,345.9933
368,726.9504,43.7927,1.0017,353.0991
369,705.8017,43.7996,1.0043,344.675
370,728.3369,43.7735,1.0077,353.636
371,721.4061,44.0896,1.0093,350.9238
372,715.1589,43.9061,0.9917,348.3947
373,697.0527,43.8729,1.006,341.1235
374,732.9558,43.9128,0.9972,355.4794
375,722.3468,43.8729,1.0159,351.2561
376,706.8817,43.7818,0.9991,345.0527
377,716.6598,43.9095,0.9933,349.0048
378,730.163,43.9317,0.9986,354.3737
379,722.6978,43.9997,1.0106,351.4099
380,708.0581,43.832,0.9945,345.5548
381,721.0734,44.0217,1.0029,350.7729
382,720.3206,44.1127,0.9966,350.492
383,703.5129,44.0093,1.007,343.6811
384,710.3536,43.8643,1.0024,346.4702
385,720.369,43.9864,1.0047,350.5061
386,701.4448,43.7413,1.0057,342.9188
387,711.5474,43.8677,1.0118,346.9648
388,706.1866,43.8919,1.0058,344.8542
389,752.2639,44.2668,1.0018,363.2356
390,724.7996,43.7299,0.9992,352.2447
391,716.5982,43.7567,1.0079,348.9284
